customer_tweet_id,customer_text,brand_text,true_intent,should_escalate,escalation_reason
1068936,ios 11.0.2 has issues for iPhone 6s and iPhone 6,We'd like to look into this with you. Send us a DM letting us know what issue you're experiencing. We'll continue there.,update_glitch,False,"Standard issue, safe to auto-handle."
1417408,^ that shit didn’t work,Let's connect in DM. We'd like to gather some additional details from you.,other,False,"Standard issue, safe to auto-handle."
682002,pls fix these ridiculous bugs in iOS or I’m happily selling this i7 for a pixel! When I️ type an “I️” this is what happens,Here’s what you can do to work around the issue until it’s fixed in a future software update:,update_glitch,False,"Standard issue, safe to auto-handle."
1508672,SAME,We'd like to help with this. Meet us in DM at the link below please.,other,False,"Standard issue, safe to auto-handle."
159568,"batteries don’t match, odd 1st World problem.",Hi. This is definitely not expected behavior. Let us help. Have you tried restarting with these steps:,battery_issue,False,"Standard issue, safe to auto-handle."
584733,"Guys, There is a bug in IOS version 11.1.2.When you turn off your Wifi from the control center, it does not turn off it from settings Wi-Fi.But the other way works fine.Is it reported?","Hello there and thanks for reaching out. From the description you provided, this sounds to be working as it should with iOS 11. Check out the following article and let us know if you have any questions:",update_glitch,False,"Standard issue, safe to auto-handle."
2621199,11.0.3 (15A432),"Let's go ahead and back up your device and update the iOS to the latest version to see if that helps with the battery life. Here's an article to help you with the backup: Afterwards, please test out your device and let us know the results.",update_glitch,False,"Standard issue, safe to auto-handle."
34604,How can i solve this problem?,Let's have a look at this. Please DM us here:,other,False,"Standard issue, safe to auto-handle."
505063,The gestures that used to be used to multitask no longer work. How do I make them work properly again?,"Let us help you get this sorted out. First, can you tell us which iOS version you are currently using please?",other,False,"Standard issue, safe to auto-handle."
761951,"Seriously , what the fuck with turning Bluetooth on every time I restart my phone? #iOS11 #hate #morereboots",Let's get to the bottom of this together. Are you toggling Bluetooth on and off from Control Center or from Settings?,update_glitch,False,"Standard issue, safe to auto-handle."
2134838,"Two bugs with the stocks app. If I load a chart in portrait and then flip to landscape it messes up if it wasn’t already loaded in landscape. Also, changing stocks doesn’t change the date period previously selected at the top to correspond with the chart.","We'd like to help! Let's try the steps in this article to remove, and reinstall it: DM us for help.",other,False,"Standard issue, safe to auto-handle."
2205901,the iPhone X is nice and everything but I️ can’t type I️ without it coming out as a question mark.... when are y’all fixing this?,"An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info, check out:",update_glitch,False,"Standard issue, safe to auto-handle."
631824,"why is the Genius Bar always fucking full, my shits broken, HELP ME!!!!!!!",We're happy to look into some options for you. DM us and tell us more about what's happening with your device.,hardware_failure,False,"Standard issue, safe to auto-handle."
841873,from 80% battery to 10% battery in an hour. Not cool. Send help.,That's certainly unexpected. We'll be happy to assist. When did this start happening and are you up-to-date with 11.0.3?,battery_issue,False,"Standard issue, safe to auto-handle."
1220506,hi could you tell me if __email__ is a real email address from yourselves please ?,We'd be happy to help you out with this. Where are you seeing this email address?,account_and_services,False,"Standard issue, safe to auto-handle."
974424,"I deleted photos off iphone after ""importing"" to my laptop, but didn't realize they would get deleted on laptop too. can I get them back?",We understand how important your photos are. We have a team of Photos specialists who can help. Go to:,account_and_services,False,"Standard issue, safe to auto-handle."
2490856,Now could someone please help me figure out how to #delete #all my #email at once on my #iPhone8 #apple,"We're happy to help. From your inbox, you can use the Edit button (top right corner) to select and delete multiple emails at once.",other,False,"Standard issue, safe to auto-handle."
2548142,This is what I mean by moving App icons on your screen in iOS11.0.3 being really glitchy &amp; non responsive 👀,Thanks for the video. Please come on over to DM and we'll take a closer look into this with you.,update_glitch,False,"Standard issue, safe to auto-handle."
1337352,This has easily got to be the worst Apple update they’ve done! Only had my 7 for 8 months and keeps crashing 🙄🙄,"We're happy to look into this with you. Please let us know which version of iOS is installed currently, and we'll get started.",update_glitch,False,"Standard issue, safe to auto-handle."
2016677,Why does the capital “i” not work?????,Here’s what you can do to work around the issue until it’s fixed in a future software update:,hardware_failure,False,"Standard issue, safe to auto-handle."
2005550,every time I️ type certain things it changes it to a question mark. Please fix!!!,We can help you out. Take a gander at the following article and DM us with any questions. Thanks.,other,False,"Standard issue, safe to auto-handle."
1539930,How can my phone die when it’s on 19%?,Let's look into this together. Which iPhone do you carry and which iOS is installed? Has this happened more than once?,battery_issue,False,"Standard issue, safe to auto-handle."
121556,"The last iOS before 11.1.2 was 11.1.1, and the problem started after the update 11.1.2 :(",Thanks for the details. Send us a DM using the link below and we'll continue to assist.,update_glitch,False,"Standard issue, safe to auto-handle."
2261510,Quitenme la maldita cajita con la maldita fucking A Coñaso,We offer support via Twitter in English. Get help in Spanish here: or join,other,False,"Standard issue, safe to auto-handle."
1977659,Why does this keep happening when I type the letter eye (I)? I️ Love Beyonce I️ Love Crangrape I️ I️ I️ - please fix &amp; help?,Let's get this figured out. When did this start happening? Did you recently update to iOS 11? Please send us a DM.,other,False,"Standard issue, safe to auto-handle."
700043,"pls help. When I plug my phone in, the apple logo pops up, and then the logo goes away and the phone is shut off. I can't seem to fix this, and I'm not sure what to do :/","We're here to help. To get started, we need to gather some information. Could you tell us when this issue started, and which iOS version is currently running on your device?",other,False,"Standard issue, safe to auto-handle."
514779,my sim card keeps being “invalid” but it works for about 5 minutes each time i remove the tray so im sure its a software issue?? What should i do! When support tried to call me my sim card got invalid and it ended the call! HELP! THIS IS ANNOYING!!!!,"We know how important it is for your sim card to work, and want to help in any way we can. Check out the steps here and let us know if they help:",account_and_services,False,"Standard issue, safe to auto-handle."
1342757,No and yes,OK. Which iPhone model are you using? Let us know in a Direct Message. We’ll communicate there:,other,False,"Standard issue, safe to auto-handle."
2833012,Hi! I installed iOS 11 yesterday on my 6+ but it runs so bad on my device. Is there a way to revert back to 10.3.3?,"Hi there. We don't support going back to iOS 10.3.3. However, we would like to look into any issues you have with your device. Send us a DM so we can look into this with you there.",update_glitch,False,"Standard issue, safe to auto-handle."
1807526,what is Wrong with my silicone case I’ve only had it for a week and six days and it just broke what are you gonna do for me,We want to help. Is this an Apple brand silicone case? Which device do you have? Please DM us with your answers.,other,False,"Standard issue, safe to auto-handle."
1712012,Connected to Wi-Fi,Check out this article for help with over-the-air iOS updates Let us now how it goes.,other,False,"Standard issue, safe to auto-handle."
395578,Speaker phone mode doesn’t always enable. Similar issue with volume buttons. Phone goes black for minutes on end. Volatile issue.,Thank you for that information. DM us your current country.,hardware_failure,False,"Standard issue, safe to auto-handle."
1921449,Hi the media key behavior change in Mac OS High Sierra is not good. Please give an option to toggle old behavior.,Hello. We'd like to see if we can help with what you're experiencing. Join us in DM with some details and we can continue there.,update_glitch,False,"Standard issue, safe to auto-handle."
741670,2/2 and it takes 5 seconds for it to come back up and I see the following screen during this period. I expected iOS 11.0.1 to fix it no.,"That shouldn't be happening. Is it unresponsive, slow to respond, or both? Backup your iPhone &amp; update to iOS 11.0.2.",update_glitch,False,"Standard issue, safe to auto-handle."
1538074,support are a crap my ticket 100340648955,We only want the best experience for our customers. Send us a DM and we'll take a look. Thanks.,customer_service_complaint,True,Intent indicates a severe complaint or anger.
1449226,Same here. Annoying.,We are glad to help. Take a look at this article: Let us know if this helps.,other,False,"Standard issue, safe to auto-handle."
2047531,I'll try that thankyou,You're welcome. Feel free to reach back out to us if you need further support.,other,False,"Standard issue, safe to auto-handle."
244210,"Turnes bluetooth off yet it autoenabled to connect to the car. Unacceptable, off is OFF. #iOS11",We'd love to help. The Control Center Bluetooth button is changed in iOS 11. Here's more information:,update_glitch,False,"Standard issue, safe to auto-handle."
2685388,iOS 11 battery life is appalling. Get a grip,We'll do everything we can to help! Join us in DM to get started:,battery_issue,False,"Standard issue, safe to auto-handle."
1967652,I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️. Am tired of this bull shit,We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.,other,False,"Standard issue, safe to auto-handle."
587090,Every update i get on my phone just f’s up my phone completely. Somewhat getting tired of it,Are you having a specific issue with you iPhone? What model and what iOS version is running? Hit us with some details. We'd be glad to assist.,update_glitch,False,"Standard issue, safe to auto-handle."
1512117,Anyway to make it permanent?,That is currently not a feature.,other,False,"Standard issue, safe to auto-handle."
2573915,This was helpful. Actually I had an application/browser which allowed me to access various websites and download videos. But I am not able to find that app now.,"Just to make sure we're on the same page, are you trying to locate and download that particular app again?",account_and_services,False,"Standard issue, safe to auto-handle."
1349209,Software is 11.0.3 and it’s an iPhone 6s thanks for the reply!,Let’s start here by comparing your settings to these settings for maximizing battery performance:,other,False,"Standard issue, safe to auto-handle."
1699842,OK... SO works perfctly! Now is on! but I am not receiving text messages on my iphone,Let's look into your texting situation together. Which version of iOS is installed on your iPhone?,account_and_services,False,"Standard issue, safe to auto-handle."
915182,"Hey y’all do know that no matter the amount of updates within the last 2 weeks, our phones are still fucking up 😑","If you're having trouble, we'd like to help. Let us know what device you're using, and a bit about what's going on.",update_glitch,False,"Standard issue, safe to auto-handle."
1586303,I swear my iPhone battery doesn’t last as long ever since the recent update.,That's certainly not a goal of our updates. Let's go to DM so we can work on this together.,battery_issue,False,"Standard issue, safe to auto-handle."
620073,Can ya’ll tell me why my screen freezes a lot while I’m doing smth or specifically while texting? I’ve already updated to the 11.1.2 😣,Thanks for contacting us. This is certainly not an experience we want you to have. Let's work on this together. Please meet us in DM.,update_glitch,False,"Standard issue, safe to auto-handle."
2321199,"excuse me I updated to the new iOS update for better security of my phone, not for my battery to die in 20 mins",Battery life on your iPhone is important. Let's take a look at this for you in DM.,battery_issue,False,"Standard issue, safe to auto-handle."
1001162,Older model iPhones have always slowed down with big software upgrades ! They design the upgrade based on the new models capabilities.,We look forward to hearing about your experience in DM. We want to learn more about the changes you've seen there.,update_glitch,False,"Standard issue, safe to auto-handle."
1773650,Fix the damn “I️” situation,Here’s what you can do to work around the issue until it’s fixed in a future software update:,other,False,"Standard issue, safe to auto-handle."
458422,last time it magically turned back on after about 2 hours. i had tried turning it off and on and resetting network connections and taking out sim card. nothing worked. it came back when it felt like it,"There can sometimes be a carrier update that needs to be done after updating your device. If we go to Settings &gt; General &gt; About, does a carrier update pop up?",other,False,"Standard issue, safe to auto-handle."
2812571,my phone keeps dying at 30% after the update 🙄🙄🙄🙄,We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,battery_issue,False,"Standard issue, safe to auto-handle."
2286474,updates stopped working #iPhone7Plus since the recent iOS update,"We’d be happy to help. To confirm, you’re unable to update apps, is that correct? Are you able to download new apps? Please navigate to Settings &gt; General &gt; About and let us know which version you’re using.",update_glitch,False,"Standard issue, safe to auto-handle."
588033,My phone keeps on rebooting.,"Got it. DM us, and we'll look into this deeper.",hardware_failure,False,"Standard issue, safe to auto-handle."
1499992,Thank you new IOS autocorrect glitches for this new round of nightmares. I️ am stumped.,"We can help, can you send us a DM of what device you're using?",update_glitch,False,"Standard issue, safe to auto-handle."
996562,"hey I’m having a problem with the screen recording software, whenever I’m recording, the audio in the mic doesn’t pick up.",We want to help. Meet us in DM.,other,False,"Standard issue, safe to auto-handle."
2731274,also my fucking autocorrect is fucked after yesterday too,"What issue are you having with autocorrect? Please send us a DM with more info, and we'll be happy to help.",other,False,"Standard issue, safe to auto-handle."
1593937,Yo this keyboard bug you’ve left uncorrected for like a week and a half is ridiculous. Steve would have fired someone. You know it.,Let's help. Try this out: Let us know if that helps correct that issue with autocorrect.,account_and_services,False,"Standard issue, safe to auto-handle."
2892029,"force updated my iPhone 6 on Sunday to ios11 and now my📱 runs like crap, can anyone say class action #lawsuit #sueapple #classaction",We’d like to understand more about this situation. Please DM us some details and we’ll take it from there.,update_glitch,False,"Standard issue, safe to auto-handle."
2136607,needs to fix this “I️” problem,Here’s what you can do to work around the issue until it’s fixed in a future software update:,update_glitch,False,"Standard issue, safe to auto-handle."
156031,Still not working.,Okay. DM us and tell us which model device you have and we'll go from there.,other,False,"Standard issue, safe to auto-handle."
1004460,why does my phone keep turning WiFi on after I’ve turned it off?! Seriously get your shit together 😡,"If you're turning off Wi-Fi via Control Center, this will only disconnect your connection. More here:",update_glitch,False,"Standard issue, safe to auto-handle."
2228818,can y’all get cracking on a new update that doesn’t make my phone a useless hunk of metal? It’s getting outta hand. Pls &amp; thx,We'd be happy to look into this with you. Please reach out to us via DM and we'll get started.,update_glitch,False,"Standard issue, safe to auto-handle."
247082,Amen. It’s 9:33am and I’m on 64% already on an iPhone 7+. WTF,Let's dive into your battery life concerns together. What version of iOS are you currently running on your iPhone 7Plus?,battery_issue,False,"Standard issue, safe to auto-handle."
2151216,It fixed it (sometimes) but now my i’s don’t automatically go to capital when i type a sentence 🤦🏻‍♀️,Let’s take a closer look at this. DM us a screenshot of what you see in Settings &gt; General &gt; Keyboard &gt; Text Replacement,other,False,"Standard issue, safe to auto-handle."
54479,"iOS 11 may be the worst phone update in history. Freezing, not loading, battery draining 50% in less than hour. Awful.","We want to work with to resolve these issue. To get us started, may we have the exact iOS version that's on the iPhone?",update_glitch,False,"Standard issue, safe to auto-handle."
2508147,I'm on the phone with AppleCare but thanks for your reply. Got some races coming up this week! Fingers crossed we can get it worked out :-),"Excellent. You are in good hands then. If there is anything we can do to assist you in the future, please don't hesitate to reach back out.",other,False,"Standard issue, safe to auto-handle."
36621,11.1,"Thank you. We’d love to help further. To start, please send us a DM letting us know which device you’re using.",update_glitch,False,"Standard issue, safe to auto-handle."
114457,My brand new iPhone X won’t connect to ANY of my devices over bluetooth.,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,hardware_failure,False,"Standard issue, safe to auto-handle."
2919971,Gamecenter is not working to change accounts. Fix this please.,"We know how important it is to have your Game Center performing as expected, and we’ll do everything we can to help you out with this. Does this happen on both Cellular data, as well as Wi-Fi?",account_and_services,False,"Standard issue, safe to auto-handle."
300115,"It’s not only me, few of my friends also facing the same issue..",We'd love to look into what's going on with your iPhone's battery. Join us in DM and we'll get started.,other,False,"Standard issue, safe to auto-handle."
749990,my home button completely stopped working and I can’t click to unlock my phone or click to clear apps? What do I do?,"We'd like to help. Which iPhone model is this occurring on? Also, is there a protective case on your device at this time?",hardware_failure,False,"Standard issue, safe to auto-handle."
1155250,This issue is only with,Does this issue persists if you force close and reopen WhatsApp? Force Close: Let us know in DM:,other,False,"Standard issue, safe to auto-handle."
1533023,yes I can download other apps.,Is the app not available any longer? What happens when you attempt to download it? What is the exact name of the app?,other,False,"Standard issue, safe to auto-handle."
295943,iPhone 6 se iOS 11.0.2 but I’m gonna update to the new one rn,"iOS 11.0.2 is the latest version. Meet us in DM, and we'll work on your alarms together.",update_glitch,False,"Standard issue, safe to auto-handle."
164186,i’m streaming music now but it still does it sometimes when i’m offline,Got it. Please tell us which version of iOS you have installed on your iPhone. You'll see this in Settings &gt; General &gt; About.,account_and_services,False,"Standard issue, safe to auto-handle."
1632323,what the fuck is wrong with the IPhone 7 Speakers???,We want to help. Reach out via DM and let us know what's going on.,hardware_failure,False,"Standard issue, safe to auto-handle."
1644511,11.1. I had to start it back myself.,Are there any app updates available on the device?,other,False,"Standard issue, safe to auto-handle."
119522,Why the website doesn’t work?!,Hi there. Which site are you trying to visit? Have you tried a different browser? Let us know.,other,False,"Standard issue, safe to auto-handle."
1220035,At the point I don’t give a fuck about this phone anymore. It only works on a charger.. I want Refund,We're here to help. Let's take this to DM so we can better assist you.,battery_issue,False,"Standard issue, safe to auto-handle."
2622686,Yes I think so,"Then let's do this. Make sure both devices are backed up first. Then use the Settings app on the iPhone and System Preferences on the Mac to sign out of iCloud. Reboot everything and then sign in one device at a time, starting with the Mac. Let us know how that goes.",other,False,"Standard issue, safe to auto-handle."
894863,iPhone 6 .. IOS 11.3,Thanks. Any certain apps that are freezing? Is it just the Touch ID or the entire display?,other,False,"Standard issue, safe to auto-handle."
1146998,I have recently updates my ios.,"Send us a DM and let us know your country, and what version of iOS you're running. We'll go from there.",other,False,"Standard issue, safe to auto-handle."
2125051,wtf,We'd love to help! Which iPhone model are you using? Let us know if this guide helps get you updated:,other,False,"Standard issue, safe to auto-handle."
864874,what is happening. Since I updated iOS my phone keeps shutting off even I have full battery and checking mail it goes empty,We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,update_glitch,False,"Standard issue, safe to auto-handle."
1484364,Exactly . gotta do better . Fix our IIIIIIIIIIII’s,We'd love to help with your text! Please send us a DM with which version of iOS you're using.,other,False,"Standard issue, safe to auto-handle."
1556354,CAN y’all FUCKING PLEASE FIX MY PHONE AND THIS SHITTY UPDATE,"We're happy to help, send us a DM using the link below and let us know what's happening.",update_glitch,False,"Standard issue, safe to auto-handle."
1850466,"poor battery, freezes at times, slow. Please release a new update ASAP.",We'd like to take a look at your device with you. Would you please join us in DM and let us know which country you're located in?,battery_issue,False,"Standard issue, safe to auto-handle."
1808229,Worst battery backup and unresponsive display in 5S and 6S with iOS 11 update. Please fix this issue ASAP,"That's not the experience we want you to have. DM us using the link below, we'll work together from there.",update_glitch,False,"Standard issue, safe to auto-handle."
810857,MINE DOES THE SAME THING EVER SINCE I UPDATED IT,"Hey, we can work with you to see what's going on. DM us the exact iOS version and we'll take it from there.",update_glitch,False,"Standard issue, safe to auto-handle."
621770,when you sorting out a new update as my phone is as much use as a brick now thanks to your shit update,"We'd like to help. In DM, please share a few details with us about the issue you're experiencing.",update_glitch,False,"Standard issue, safe to auto-handle."
373659,my gps hasn’t been working for weeks. How do I fix it? 🙃,We'd like to help. DM us with a bit more detail on what's going on and we'll go from there.,other,False,"Standard issue, safe to auto-handle."
1394064,"hi guys, how can I clear my $0.66 App Store balance? Thanks a bunch.",Hey there! Our iTunes Store Team might be able to help with that. You can reach them here:,account_and_services,False,"Standard issue, safe to auto-handle."
2021897,my phone 📱 won’t properly type the letter after H in the alphabet. Please assist! 😳😬😨,Here’s what you can do to work around the issue until it’s fixed in a future software update:,other,False,"Standard issue, safe to auto-handle."
1939428,11.0.3 is crap phone hasn’t worked properly since the #upgrade freezing shutting down want rid of it😡😡😡😡,We'd love to help get things running smoothly again. Does the iPhone stop responding when using specific apps? Please DM us:,update_glitch,False,"Standard issue, safe to auto-handle."
1001988,"Since I've updated my iPhone 7,it freezes all the time for severest minutes,the screen turns all black,it reboots without me asking for it,battery turns low super fast n apps close by themselves,and when I have a phone call I can't hear anything. iOS 11 = nightmare",We'd love to help you sort out the problems that your iPhone's having. Please send us a DM with which version of iOS 11 you're using.,update_glitch,False,"Standard issue, safe to auto-handle."
585912,"Help, my iPhone 6 keeps crashing. I’v read there’s been a problem since 2/12/17,getting very frustrated! 😟😡🤬",Thank you for reaching out to us. We're happy to help. Please take a look here for the steps to resolve this. Be sure to create a back up before updating: Let us know if you have any questions.,other,False,"Standard issue, safe to auto-handle."
612988,Will you guys stop worrying about the new iPhones and fix the rotating screen?,We're here to help out. When did you first notice this rotation issue? Which iOS version do you have installed?,hardware_failure,False,"Standard issue, safe to auto-handle."
2046622,Not only has made the #ios11 #podcast app terrible now it’s also a battery hog #ios11problems #ios11update,We'd like some details to help. Is the Podcast app showing in the top 3 apps for battery usage at this time? DM us what is.,battery_issue,False,"Standard issue, safe to auto-handle."
2300651,updated software to 11.1.1 this morning (UK) &amp; it’s wiped all my pre-existing emails from my Outlook account in Mail settings...???,Let's check into that together. Are you still seeing the emails in webmail for the account? Please DM us.,update_glitch,False,"Standard issue, safe to auto-handle."
2123928,"Dear apple, I pay WAY too much money to be sending emails to my professors with “ I️ “ all over them. Sincerely, I️ hate the update",Here’s what you can do to work around the issue until it’s fixed in a future software update:,update_glitch,False,"Standard issue, safe to auto-handle."
1625026,This didn’t work for me. Why is this happening. 🙄🙄,Send us a DM. We'll continue from there.,other,False,"Standard issue, safe to auto-handle."
2004387,what the fuck is this bruh,Thanks for reaching out. Check out our article here: DM us any other questions.,other,False,"Standard issue, safe to auto-handle."
2000357,Ok i updated the device but my capital i still shows up as I️ — wanna fix that?,You've come to the right place. Send us a DM telling us which iPhone you have and the country you're located in.,update_glitch,False,"Standard issue, safe to auto-handle."
1151233,"I swear... 's 3rd iOs update made my iPhone worse, worse and worse.",We’re happy to help with any complications you’re facing. Could you let us know more details via a DM? We’ll go from there.,update_glitch,False,"Standard issue, safe to auto-handle."
1687747,why is my phone replacing the letter I️ with a question mark box ??,Here’s what you can do to work around the issue until it’s fixed in a future software update:,other,False,"Standard issue, safe to auto-handle."
2095417,WiFi with iOS 11.1 automatically turns back on after I turn it off via Control Center. How do I stop this? Off should be off.,"In iOS 11 and later, learn how to completely disable Wi-Fi and Bluetooth for all networks here:",update_glitch,False,"Standard issue, safe to auto-handle."
430755,What does 5am have to do with anything? And why if I walk or drive to a new location? Why can't you just keep it off? It's so annoying!,"We understand, Your feedback is important and want it to get the right place, submit it here:",other,False,"Standard issue, safe to auto-handle."
1544122,my phone is still messing up my I’s soooo when y’all going to fix it? It’s been 3 days....,We're happy to help. Check out our article here: DM us any other questions.,update_glitch,False,"Standard issue, safe to auto-handle."
2493915,"So I had like a really good idea that needs to do. Give the option to make notification banners not clickable so that when you go to click on something right when the notification pops up, it won’t mess everyone up like it does all the time.",We always accept feedback to help improve our products! Please visit our Feedback page:,other,False,"Standard issue, safe to auto-handle."
2270032,The most recent one just downloaded on Thursday 11.1.2,Good to know. Let's work together toward a resolution to this. DM us and we'll get started there.,other,False,"Standard issue, safe to auto-handle."
2278920,"Hi,it’s the mini 2, the biggest problem is safari, it’s frequently unresponsive and totally locks up, usually when the keyboard is up, same with Twitter, they both freeze and the keyboard disappears and sometimes it restarts itself.","Thank you for providing us with that additional information. Let’s restart your iPad mini 2 following these steps: Once it’s restarted, use it as you normally would, and let us know how it’s performing.",other,False,"Standard issue, safe to auto-handle."
1372498,why is this happening with my I️,Here’s what you can do to work around the issue until it’s fixed in a future software update:,other,False,"Standard issue, safe to auto-handle."
228561,This may be the WORST experience I’ve had with in awhile. Phone randomly closing out. The damn “i” not fucking working. Like what the fuck?? AND you expect me to pay 1k for the 10 and y’all can’t even get the 8 TF together — i think TF NOT!,"We certainly want you to be able to enjoy your iPhone and we'll do all we can to help. To start, which iPhone do you have and have you updated to iOS 11.1.1 to help with the predictive text issue? If not, give that a try and let us know how it goes.",customer_service_complaint,True,Intent indicates a severe complaint or anger.
917149,iPhones battery draining super quick then staying at 1% for aaaaaaaaaages 🤔 please fix! 😤,Which iPhone model and iOS does this occur on? Let us know in a DM. We'd like some details to assist.,battery_issue,False,"Standard issue, safe to auto-handle."
34697,are you able to turn off the automatic brightness on this iOS update?,You most certainly can. Check out this helpful article about how to turn off auto-brightness:,other,False,"Standard issue, safe to auto-handle."
208821,"the loading time of pages on safari is slower in Macos high sierra, Macbook Air 2015",We're happy to look into this with you. Is this issue only happening in Safari or does it happen in other browsers?,other,False,"Standard issue, safe to auto-handle."
322061,from the day I have installed 11.1 my iPhone battery life sucks. Without any use its going 70% from 100% in 30min.plz fix this,We'd like to work with you. Let's take a look at this in DM.,battery_issue,False,"Standard issue, safe to auto-handle."
557885,there's no option for Apple Pay Cash after my upgrade to 11.2. Any suggestions?,"If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week.",update_glitch,False,"Standard issue, safe to auto-handle."
345133,"Any time, even when I get messages, screens stays lit. It’s iOS 11, I have the iPhone 8",We can definitely look into this further with you. DM the country or region where you are currently located to continue.,update_glitch,False,"Standard issue, safe to auto-handle."
2739488,I wont DM you and take the situation in private and not let the ppl know that the issue wasnt actually resolved. The support team asked me to go and buy a USB-C converter/cable and use it to solve the issue. Very practical of you .,"We would be happy to continue working together, however, we'll need to do so in DM. Feel free to reach out to us at the link below, we're eager to hear from you.",customer_service_complaint,True,Intent indicates a severe complaint or anger.
1150591,ios 11 the worst 😭😭😭 makes my life harder,"Let's get your device running as normal. To get started, are you running iOS 11.0.3?",update_glitch,False,"Standard issue, safe to auto-handle."
2906801,My iMessage hasn't been working properly for months fix this,Let's take a look together. Which device are you using with iMessage? What happens when you try to send or receive a message?,account_and_services,False,"Standard issue, safe to auto-handle."
2149940,But like on the real doe... when’s gonna fix that i glitch?,Here’s what you can do to work around the issue until it’s fixed in a future software update:,update_glitch,False,"Standard issue, safe to auto-handle."
2295060,iOS is a major battery drain stop with these damn updates,"We want to help as we know the importance of a strong, healthy battery life. Join us in DM with the currently installed iOS version to get started:",battery_issue,False,"Standard issue, safe to auto-handle."
1752339,y’all working on these empty boxes yet big fella?,Here’s what you can do to work around the issue until it’s fixed in a future software update:,customer_service_complaint,True,Intent indicates a severe complaint or anger.
2299184,"The phone’s touchscreen literally did not work and touched everything by itself like crazy just after 10 minutes after activating the iPhone X. Finally it ended up unresponsive. I paid $1,490 for this piece of rock???","Thank you for reaching out to us. We're here to help. To start, we recommend following the steps outlined in this article: Let us know if the issue continues after completing those steps.",hardware_failure,False,"Standard issue, safe to auto-handle."
704113,#sadface when iOS 11.02 breaks Apple Music and I have to use #googlemusic ehhhh,Hey there. Let's check into your Music issue together. Please tap here to DM us and we'll get started:,update_glitch,False,"Standard issue, safe to auto-handle."
2312110,"if I bought a belkin invisiglass screen protector with my iPhone X just about a week ago, and it’s already cracked without having dropped it, while the Apple store replace it for me for free?","To clarify, are you stating that your iPhone X screen is broken or that the screen protector is broke? Please let us know in DM.",hardware_failure,False,"Standard issue, safe to auto-handle."
2703213,why am I getting: our Apple ID cannot be updated at this time message when trying to change it on my account? I have signed out of everything and followed your online instructions.,We're happy to look into this with you. Send us a DM to get started.,account_and_services,False,"Standard issue, safe to auto-handle."
